index,food_price_index,meat,dairy,cereals,oil,sugar
349,93.0830378,91.5735795,100.9469787,101.7699716,80.25798759,79.34321851
350,93.82715058,92.5464005,103.7642895,100.7374085,81.78416354,80.30919955
351,92.9804619,94.04403153,105.6475341,97.5125532,78.41404559,78.66274264
352,93.46904369,97.32859984,106.1280062,94.63380322,79.11210045,79.2560158
353,94.1578571,100.2057861,106.592841,94.44359878,78.50147759,76.73557604
354,95.40107729,101.2187278,102.8910844,99.19063243,77.46187859,79.94407335
355,95.08883983,102.2675527,101.0642112,97.55139614,78.09033426,79.42907588
356,93.84638464,101.5607149,100.2996521,92.62567031,82.58940549,76.2292377
357,93.2398672,100.6302805,99.63812689,91.83731564,83.88830545,73.51148673
358,95.04127496,100.9328373,100.8202232,95.97784801,84.10921673,77.77161278
359,98.24973095,105.3965991,102.4534845,95.56910968,93.16373719,79.19024539
360,100.7908064,105.9998372,103.5429524,97.39705696,101.4986615,82.99769542
361,102.4672588,103.4805482,103.8120352,100.6874972,108.7325264,87.5402737
362,99.58671218,100.97399,102.8336944,99.57640009,97.55334488,91.44864312
363,95.21488451,99.52224016,101.5620514,98.02389815,85.42483703,73.94424527
364,92.42099238,96.5206137,95.91529776,99.64731046,81.17756292,63.17950547
365,91.15227489,95.4389141,94.49137134,98.01899699,77.76886682,67.84539992
366,93.13559669,94.47069056,98.29664226,97.30962223,86.61365414,74.94060661
